datetime,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
2017-01-25,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.7083333333333334,0.20833333333333334,0.041666666666666664,0.0,0.0,0.0,0.20833333333333334,0.0,0.08333333333333333,0.20833333333333334,0.4166666666666667,0.0,0.08333333333333333,0.041666666666666664,0.0,0.125,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.2916666666666667,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.375,0.16666666666666666,0.0,0.0,0.0,0.0,0.041666666666666664,0.125,0.0,0.0,0.0,0.2916666666666667,0.0,0.0,0.75,0.0,0.25,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,1.9583333333333333,0.0,0.0,0.8333333333333334,0.041666666666666664,0.25,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.8333333333333334,0.4166666666666667,0.0,0.0,0.0,0.4166666666666667,0.4166666666666667
2017-01-26,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.5416666666666666,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.3333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.20833333333333334,0.0,0.125,0.0,0.0,0.125,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.125,0.5416666666666666,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.0,0.20833333333333334,0.0,0.041666666666666664,0.9166666666666666,0.08333333333333333,0.375,0.0,0.125,0.08333333333333333,0.041666666666666664,0.0,0.0,1.9166666666666667,0.0,0.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.3333333333333333,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.5833333333333334,0.375,0.0,0.0,0.0,0.2916666666666667,0.3333333333333333
2017-01-27,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.875,0.041666666666666664,0.0,0.0,0.0,0.0,0.125,0.0,0.08333333333333333,0.041666666666666664,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5833333333333334,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.041666666666666664,0.8333333333333334,0.0,0.375,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,2.0833333333333335,0.0,0.0,0.6666666666666666,0.0,0.5,0.0,0.2916666666666667,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.7083333333333334,0.4166666666666667,0.0,0.041666666666666664,0.0,0.375,0.375
2017-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.3333333333333333,0.375,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.5,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.4166666666666667,0.0,0.041666666666666664,0.0,0.16666666666666666,0.0,0.041666666666666664,0.0,0.0,1.0833333333333333,0.0,0.0,0.375,0.0,0.125,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.16666666666666666,0.0,0.0,0.0,0.25,0.20833333333333334
2017-01-29,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.125,0.20833333333333334,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.25,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.25,0.0,0.2916666666666667,1.0416666666666667,0.041666666666666664,0.2916666666666667,0.0,0.25,0.0,0.0,0.041666666666666664,0.041666666666666664,1.4166666666666667,0.0,0.0,0.6666666666666666,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.5416666666666666,0.3333333333333333,0.041666666666666664,0.041666666666666664,0.0,0.20833333333333334,0.3333333333333333
2017-01-30,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.2916666666666667,1.1666666666666667,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.20833333333333334,0.0,0.08333333333333333,0.125,0.3333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.25,0.20833333333333334,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,1.125,0.041666666666666664,0.2916666666666667,0.0,0.125,0.0,0.041666666666666664,0.0,0.0,2.0416666666666665,0.0,0.0,0.7916666666666666,0.0,0.20833333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.375,0.0,0.0,0.0,0.2916666666666667,0.20833333333333334
2017-01-31,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.5833333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.125,0.041666666666666664,0.0,0.0,0.041666666666666664,0.25,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.7083333333333334,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.0,0.041666666666666664,0.0,1.4583333333333333,0.0,0.0,0.5416666666666666,0.0,0.375,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.875,0.375,0.0,0.041666666666666664,0.0,0.25,0.20833333333333334
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.2916666666666667,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.375,0.0,0.2916666666666667,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.2916666666666667,0.16666666666666666,0.0,0.0,0.041666666666666664,0.0,0.0,0.125,0.0,0.041666666666666664,0.0,0.125,0.0,0.08333333333333333,0.75,0.041666666666666664,0.16666666666666666,0.0,0.20833333333333334,0.041666666666666664,0.0,0.08333333333333333,0.041666666666666664,1.4166666666666667,0.0,0.0,0.4583333333333333,0.0,0.2916666666666667,0.0,0.2916666666666667,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.5833333333333334,0.125,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666
2017-02-02,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.5416666666666666,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.2916666666666667,0.0,0.0,0.16666666666666666,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.375,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.2916666666666667,0.16666666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.20833333333333334,0.0,0.25,0.20833333333333334,0.041666666666666664,0.20833333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.3333333333333333,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.20833333333333334
2017-02-03,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.875,0.041666666666666664,0.041666666666666664,0.0,0.0,0.5,0.25,0.0,0.0,0.16666666666666666,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.375,0.16666666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.25,0.125,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.125,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,1.1666666666666667,0.0,0.2916666666666667,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,1.2083333333333333,0.0,0.0,0.7083333333333334,0.041666666666666664,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.625,0.25,0.0,0.08333333333333333,0.0,0.3333333333333333,0.20833333333333334
2017-02-04,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.5,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.20833333333333334,0.375,0.3333333333333333,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.2916666666666667,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.5416666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.041666666666666664,0.0,0.2916666666666667,0.0,0.041666666666666664,0.2916666666666667,0.0,0.16666666666666666,0.0,0.2916666666666667,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.7916666666666666,0.0,0.2916666666666667,0.0,0.2916666666666667,0.0,0.0,0.0,0.125,0.0,0.0,0.5833333333333334,0.125,0.0,0.041666666666666664,0.0,0.16666666666666666,0.4583333333333333
2017-02-05,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5416666666666666,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.25,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.2916666666666667,0.125,0.0,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333,0.0,0.20833333333333334,0.0,0.041666666666666664,0.2916666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0416666666666667,0.0,0.041666666666666664,0.375,0.0,0.25,0.0,0.2916666666666667,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.7083333333333334,0.20833333333333334,0.0,0.0,0.0,0.16666666666666666,0.25
2017-02-06,0.0,0.0,0.08333333333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.20833333333333334,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,0.125,0.2916666666666667,0.0,0.08333333333333333,0.25,0.20833333333333334,0.0,0.08333333333333333,0.041666666666666664,0.0,0.125,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.4166666666666667,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.125,0.4583333333333333,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.375,0.0,0.041666666666666664,0.0,0.2916666666666667,1.4583333333333333,0.041666666666666664,0.125,0.0,0.125,0.0,0.0,0.0,0.0,1.9166666666666667,0.0,0.0,0.625,0.0,0.4166666666666667,0.0,0.4583333333333333,0.0,0.125,0.0,0.0,0.0,0.0,0.5833333333333334,0.75,0.0,0.041666666666666664,0.0,0.2916666666666667,0.25
2017-02-07,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.4583333333333333,0.9166666666666666,0.0,0.0,0.0,0.041666666666666664,0.2916666666666667,0.20833333333333334,0.0,0.041666666666666664,0.20833333333333334,0.2916666666666667,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.20833333333333334,0.0,0.3333333333333333,0.0,0.20833333333333334,0.75,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.3333333333333333,0.0,0.0,0.0,0.0,1.75,0.0,0.041666666666666664,0.4583333333333333,0.0,0.2916666666666667,0.0,0.25,0.0,0.16666666666666666,0.0,0.041666666666666664,0.0,0.0,0.875,0.375,0.0,0.041666666666666664,0.0,0.125,0.25
2017-02-08,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.20833333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.041666666666666664,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.16666666666666666,0.20833333333333334,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.08333333333333333,0.375,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.4166666666666667,0.0,0.125,0.5416666666666666,0.08333333333333333,0.4166666666666667,0.0,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,2.4583333333333335,0.0,0.0,0.625,0.0,0.4583333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.5833333333333334,0.4166666666666667,0.0,0.0,0.0,0.375,0.16666666666666666
2017-02-09,0.041666666666666664,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.125,0.5,0.041666666666666664,0.041666666666666664,0.0,0.0,0.08333333333333333,0.125,0.041666666666666664,0.0,0.16666666666666666,0.20833333333333334,0.0,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.375,0.041666666666666664,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.0,0.20833333333333334,0.0,0.125,0.375,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.041666666666666664,1.125,0.0,0.0,0.5,0.0,0.25,0.0,0.16666666666666666,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.7916666666666666,0.2916666666666667,0.0,0.0,0.0,0.20833333333333334,0.2916666666666667
2017-02-10,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.375,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.20833333333333334,1.375,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.0,0.08333333333333333,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.125,0.08333333333333333,0.0,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.20833333333333334,0.0,0.125,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.6666666666666666,0.125,0.6666666666666666,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.25,0.0,0.0,1.7916666666666667,0.0,0.20833333333333334,0.0,0.25,0.0,0.0,0.0,0.0,2.2083333333333335,0.0,0.041666666666666664,0.625,0.0,0.5416666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.125,0.0,0.041666666666666664,0.8333333333333334,0.7083333333333334,0.0,0.08333333333333333,0.0,0.08333333333333333,0.25
2017-02-11,0.0,0.0,0.08333333333333333,0.0,0.0,0.20833333333333334,0.0,0.125,0.0,0.0,0.0,0.0,0.08333333333333333,1.0833333333333333,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.4583333333333333,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.5,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.25,0.0,0.16666666666666666,0.7916666666666666,0.041666666666666664,0.25,0.041666666666666664,0.25,0.0,0.08333333333333333,0.041666666666666664,0.041666666666666664,1.9166666666666667,0.0,0.041666666666666664,0.7083333333333334,0.0,0.4583333333333333,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.7916666666666666,0.5833333333333334,0.0,0.041666666666666664,0.0,0.16666666666666666,0.25
2017-02-12,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.9166666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.08333333333333333,0.125,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.16666666666666666,0.0,0.125,0.041666666666666664,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.20833333333333334,0.4583333333333333,0.08333333333333333,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,1.0833333333333333,0.16666666666666666,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.16666666666666666,1.375,0.0,0.0,0.4166666666666667,0.0,0.2916666666666667,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.2083333333333333,0.4583333333333333,0.0,0.041666666666666664,0.0,0.16666666666666666,0.2916666666666667
2017-02-13,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.2916666666666667,1.25,0.041666666666666664,0.0,0.0,0.0,0.0,0.375,0.0,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.3333333333333333,0.0,0.16666666666666666,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.125,0.041666666666666664,0.0,0.375,0.25,0.041666666666666664,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.041666666666666664,1.0416666666666667,0.041666666666666664,0.375,0.0,0.4166666666666667,0.0,0.125,0.0,0.0,1.7916666666666667,0.0,0.0,0.9166666666666666,0.0,0.5,0.041666666666666664,0.25,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,1.0416666666666667,0.375,0.0,0.0,0.0,0.2916666666666667,0.375
2017-02-14,0.0,0.041666666666666664,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.125,0.875,1.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.6666666666666666,0.0,0.08333333333333333,1.25,0.3333333333333333,0.0,0.16666666666666666,0.041666666666666664,0.0,0.2916666666666667,0.25,0.08333333333333333,0.0,0.08333333333333333,0.0,0.125,0.08333333333333333,0.5,0.0,0.75,0.20833333333333334,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.875,0.041666666666666664,0.0,0.041666666666666664,0.0,0.0,0.20833333333333334,0.0,0.08333333333333333,0.125,0.5416666666666666,0.0,0.08333333333333333,1.2916666666666667,0.041666666666666664,0.4583333333333333,0.041666666666666664,0.125,0.0,0.041666666666666664,0.0,0.0,3.0416666666666665,0.0,0.0,2.25,0.0,0.75,0.0,0.2916666666666667,0.041666666666666664,0.0,0.0,0.4583333333333333,0.041666666666666664,0.0,2.5833333333333335,1.0,0.0,0.0,0.0,0.5416666666666666,0.7083333333333334
2017-02-15,0.041666666666666664,0.0,0.041666666666666664,0.125,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.08333333333333333,0.2916666666666667,1.0833333333333333,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664,0.3333333333333333,0.0,0.041666666666666664,0.2916666666666667,0.4166666666666667,0.0,0.125,0.041666666666666664,0.0,0.20833333333333334,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.08333333333333333,0.5833333333333334,0.041666666666666664,0.20833333333333334,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.0,0.041666666666666664,0.0,0.16666666666666666,0.6666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.041666666666666664,0.4583333333333333,0.0,0.20833333333333334,1.2083333333333333,0.041666666666666664,0.4583333333333333,0.0,0.20833333333333334,0.0,0.0,0.041666666666666664,0.0,2.0833333333333335,0.0,0.0,1.0,0.0,0.5416666666666666,0.0,0.625,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,1.4166666666666667,0.3333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.25,0.125
2017-02-16,0.0,0.0,0.125,0.041666666666666664,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,1.25,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.25,0.0,0.041666666666666664,0.20833333333333334,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.125,0.0,0.08333333333333333,0.08333333333333333,0.625,0.0,0.2916666666666667,0.041666666666666664,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.625,0.16666666666666666,0.0,0.0,0.0,0.0,0.041666666666666664,0.125,0.0,0.0,0.0,0.4166666666666667,0.0,0.25,1.3333333333333333,0.08333333333333333,0.25,0.0,0.5416666666666666,0.0,0.041666666666666664,0.0,0.0,2.0,0.0,0.0,1.25,0.0,0.625,0.0,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.5416666666666666,0.0,0.125,0.0,0.4166666666666667,0.4583333333333333
2017-02-17,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.041666666666666664,0.16666666666666666,1.0,0.0,0.041666666666666664,0.0,0.0,0.16666666666666666,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.20833333333333334,0.4583333333333333,0.0,0.3333333333333333,0.0,0.0,0.125,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.5,0.0,0.16666666666666666,0.125,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.16666666666666666,0.0,0.08333333333333333,0.8333333333333334,0.7916666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.2916666666666667,0.0,0.25,0.0,0.4166666666666667,0.0,0.0,1.25,0.041666666666666664,0.2916666666666667,0.125,0.375,0.08333333333333333,0.0,0.0,0.0,2.7083333333333335,0.0,0.08333333333333333,1.625,0.0,0.9583333333333334,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.7083333333333334,0.0,0.0,0.0,0.375,0.375
